company,barName,REF,reviewDate,cocoaPercent,companyLocation,rating,beanType,broadBeanOrigin,SouthAmericaCo,SouthAmericaBeans
Danta,"Oscuro, Finca Chimelb",991,2012,0.7,GUATEMALA,3.25,NA,GUATEMALA,NO,NO
Danta,Los Ujuxtes,661,2011,0.6,GUATEMALA,3.5,NA,GUATEMALA,NO,NO
Danta,Las Acacias E.,423,2009,0.75,GUATEMALA,3,Criollo,GUATEMALA,NO,NO
Danta,Las Acacias E.,423,2009,0.6,GUATEMALA,3.25,Criollo,GUATEMALA,NO,NO
DAR,"Venezuela, batch 122",1920,2016,0.72,U.S.A.,2.75,NA,VENEZUELA,NO,YES
DAR,Vietnam,1920,2016,0.72,U.S.A.,3,Trinitario,VIETNAM,NO,NO
DAR,"DUO, batch 002",1920,2016,0.7,U.S.A.,3.25,NA,"ECUADOR, COSTA RICA",NO,NO
Dark Forest,Bolivia,1708,2016,0.75,U.S.A.,3.25,NA,BOLIVIA,NO,YES
Dark Forest,Madagascar,1550,2015,0.7,U.S.A.,3,Trinitario,MADAGASCAR,NO,NO
Dark Forest,Ocumare,1550,2015,0.7,U.S.A.,3.25,NA,VENEZUELA,NO,YES
Dark Forest,Tanzania,1554,2015,0.7,U.S.A.,3,NA,TANZANIA,NO,NO
Dark Forest,Ecuador,1554,2015,0.7,U.S.A.,3.25,NA,ECUADOR,NO,YES
Davis,Ghana,1093,2013,0.7,U.S.A.,2.5,Forastero,GHANA,NO,NO
Davis,Rainforest,1093,2013,0.7,U.S.A.,2.75,NA,DOMINICAN REPUBLIC,NO,NO
Davis,Venezuela,1093,2013,0.7,U.S.A.,2.75,NA,VENEZUELA,NO,YES
Davis,West Africa,907,2012,0.58,U.S.A.,3.25,Forastero,WEST AFRICA,NO,NO
De Mendes,"Nativo, Varzea",1462,2015,0.72,BRAZIL,3.5,NA,BRAZIL,YES,YES
De Mendes,"Selvagem, Jari",1462,2015,0.65,BRAZIL,3.5,NA,BRAZIL,YES,YES
De Villiers,Bundibugyo District,1832,2016,0.7,SOUTH AFRICA,2.5,Forastero,UGANDA,NO,NO
De Villiers,"Sambirano Valley, batch 2477",1832,2016,0.7,SOUTH AFRICA,3,NA,MADAGASCAR,NO,NO
Dean and Deluca (Belcolade),Madagascar,170,2007,0.66,U.S.A.,2.5,Trinitario,MADAGASCAR,NO,NO
Dean and Deluca (Belcolade),Costa Rica,175,2007,0.64,U.S.A.,3,NA,COSTA RICA,NO,NO
Dean and Deluca (Belcolade),Ecuador,175,2007,0.71,U.S.A.,3,NA,ECUADOR,NO,YES
Dean and Deluca (Belcolade),Ghana,175,2007,0.6,U.S.A.,3,Forastero,GHANA,NO,NO
Dean and Deluca (Belcolade),Papua New Guinea,180,2007,0.64,U.S.A.,3,NA,PAPUA NEW GUINEA,NO,NO
Dean and Deluca (Belcolade),Peru,180,2007,0.64,U.S.A.,3,NA,PERU,NO,YES
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,0.64,FRANCE,3,NA,PAPUA NEW GUINEA,NO,NO
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,0.66,FRANCE,3.75,NA,VENEZUELA,NO,YES
Desbarres,"Kilombero, batch 41",1916,2016,0.72,CANADA,2.5,NA,TANZANIA,NO,NO
DeVries,Bolivian,241,2008,0.8,U.S.A.,2.75,NA,BOLIVIA,NO,YES
DeVries,Costa Rica,166,2007,0.77,U.S.A.,3.5,Trinitario,COSTA RICA,NO,NO
DeVries,Dominican Republic,166,2007,0.77,U.S.A.,3.5,NA,DOMINICAN REPUBLIC,NO,NO
Dick Taylor,Lanquin Estate,1952,2017,0.7,U.S.A.,3.75,NA,GUATEMALA,NO,NO
Dick Taylor,Tien Giang,1864,2016,0.78,U.S.A.,3.5,Trinitario,VIETNAM,NO,NO
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,0.7,U.S.A.,3.75,NA,BOLIVIA,NO,YES
Dick Taylor,Elvesia,1235,2014,0.74,U.S.A.,3.5,NA,DOMINICAN REPUBLIC,NO,NO
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,0.7,U.S.A.,3.25,NA,ECUADOR,NO,YES
Dick Taylor,Camino Verde,1193,2013,0.76,U.S.A.,3.5,NA,ECUADOR,NO,YES
Dick Taylor,Bolivia,895,2012,0.75,U.S.A.,2.75,NA,BOLIVIA,NO,YES
Dick Taylor,Belize,955,2012,0.72,U.S.A.,2.75,Trinitario,BELIZE,NO,NO
Dick Taylor,Sambirano,661,2011,0.8,U.S.A.,2.75,Trinitario,MADAGASCAR,NO,NO
Dick Taylor,Sambirano,661,2011,0.72,U.S.A.,3,Trinitario,MADAGASCAR,NO,NO
Dick Taylor,Mantuano,682,2011,0.75,U.S.A.,2.75,Criollo,VENEZUELA,NO,YES
Dick Taylor,La Red,769,2011,0.74,U.S.A.,3,NA,DOMINICAN REPUBLIC,NO,NO
Dick Taylor,Ecuador,769,2011,0.7,U.S.A.,3.25,NA,ECUADOR,NO,YES
Doble & Bignall,Puerto Cabello,1688,2015,0.85,U.K.,3,NA,VENEZUELA,NO,YES
Doble & Bignall,"Panama, Raven",1371,2014,0.72,U.K.,3.25,NA,PANAMA,NO,NO
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,0.72,U.K.,3.25,Trinitario,VENEZUELA,NO,YES
Doble & Bignall,Johe,1407,2014,0.72,U.K.,3.5,"Criollo, Trinitario",NICARAGUA,NO,NO
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,0.7,U.S.A.,3.75,NA,HAWAII,NO,NO
Dolfin (Belcolade),Africa,304,2008,0.88,BELGIUM,3,Forastero,WEST AFRICA,NO,NO
Dolfin (Belcolade),Noir,63,2006,0.7,BELGIUM,1.5,NA, ,NO,NO
Domori,Hacienda Victoria,1672,2015,0.7,ITALY,3.75,NA,ECUADOR,NO,YES
Domori,Ocumare 77,1672,2015,0.7,ITALY,3.75,Criollo (Ocumare 77),VENEZUELA,NO,YES
Domori,"IL100, H. San Jose",1109,2013,1,ITALY,3,Criollo,VENEZUELA,NO,YES
Domori,Morogoro,863,2012,0.7,ITALY,3.5,NA,TANZANIA,NO,NO
Domori,Guasare,863,2012,0.7,ITALY,3.75,Criollo,VENEZUELA,NO,YES
Domori,"Canoabo, Hacienda San Jose",693,2011,0.7,ITALY,3.5,Criollo,VENEZUELA,NO,YES
Domori,"Chuao, Hacienda San Jose",470,2010,0.7,ITALY,3,Trinitario,VENEZUELA,NO,YES
Domori,"Carupano, H. San Jose",227,2008,0.7,ITALY,3,Trinitario,VENEZUELA,NO,YES
Domori,Teyuna,272,2008,0.7,ITALY,3,NA,COLOMBIA,NO,YES
Domori,Blend No. 1,272,2008,0.78,ITALY,3.5,Blend, ,NO,NO
Domori,Ilblend,272,2008,0.7,ITALY,3.75,Blend, ,NO,NO
Domori,Porcelana,111,2007,0.7,ITALY,4,Criollo (Porcelana),VENEZUELA,NO,YES
Domori,"Ocumare 61, Puertomar",129,2007,0.75,ITALY,3.25,Criollo (Ocumare 61),VENEZUELA,NO,YES
Domori,Granella,135,2007,0.6,ITALY,3.25,Trinitario,VENEZUELA,NO,YES
Domori,Madagascar,135,2007,0.7,ITALY,3.5,Trinitario,MADAGASCAR,NO,NO
Domori,Madagared,192,2007,0.7,ITALY,3.5,Criollo,MADAGASCAR,NO,NO
Domori,"Java, Javablond",192,2007,0.7,ITALY,3.75,Criollo,INDONESIA,NO,NO
Domori,Ecuador,192,2007,0.7,ITALY,4,Forastero (Arriba),ECUADOR,NO,YES
Domori,"Ocumare 67, Puertofino",192,2007,0.7,ITALY,4,Criollo (Ocumare 67),VENEZUELA,NO,YES
Domori,Sur del Lago Classificado,87,2006,0.7,ITALY,3,Trinitario,VENEZUELA,NO,YES
Domori,Apurimac,87,2006,0.7,ITALY,3.25,Trinitario,PERU,NO,YES
Domori,Carenero Superior,87,2006,0.7,ITALY,3.5,Trinitario,VENEZUELA,NO,YES
Dormouse,Non Pariel Estate,1880,2016,0.75,U.K.,2.75,Trinitario,GRENADA,NO,NO
Dormouse,"Rio Caribe, Batch 7",1672,2015,0.7,U.K.,2.5,Trinitario,VENEZUELA,NO,YES
Dormouse,"Colombia, Batch 9",1676,2015,0.8,U.K.,2.75,"Criollo, Trinitario",COLOMBIA,NO,YES
Dormouse,"Madagascar, Batch 8",1676,2015,0.77,U.K.,2.75,"Criollo, Trinitario",MADAGASCAR,NO,NO
Duffy's,"Rio Dulce, Xoco",1662,2015,0.7,U.K.,4,Criollo,GUATEMALA,NO,NO
Duffy's,"Chuno, Xoco",1331,2014,0.7,U.K.,3.5,Criollo,NICARAGUA,NO,NO
Duffy's,"Rico Rugoso, Xoco",1331,2014,0.76,U.K.,3.75,Criollo,NICARAGUA,NO,NO
Duffy's,Ocumare,923,2012,0.72,U.K.,3.75,NA,VENEZUELA,NO,YES
Duffy's,"Indio Rojo, Xoco",623,2011,0.72,U.K.,3.75,Criollo,HONDURAS,NO,NO
Duffy's,Dominican Republic,661,2011,0.65,U.K.,3.5,NA,DOMINICAN REPUBLIC,NO,NO
Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,0.72,U.K.,3,NA,PANAMA,NO,NO
Duffy's,"Nicaliso, Xoco",697,2011,0.71,U.K.,3.25,Criollo,NICARAGUA,NO,NO
Duffy's,Ocumare,765,2011,0.71,U.K.,3.5,NA,VENEZUELA,NO,YES
Duffy's,Panama,516,2010,0.7,U.K.,3.5,NA,PANAMA,NO,NO
Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,0.72,U.K.,3.75,NA,ECUADOR,NO,YES
Duffy's,Star of Ecuador,523,2010,0.7,U.K.,2.5,NA,ECUADOR,NO,YES
Duffy's,Star of Peru,523,2010,0.7,U.K.,3.75,NA,PERU,NO,YES
Dulcinea,Dominican Republic,1506,2015,0.7,U.S.A.,3.25,NA,DOMINICAN REPUBLIC,NO,NO
Durand,Madagascar,841,2012,0.82,FRANCE,2.75,Trinitario,MADAGASCAR,NO,NO
Durci,"Maranon, Joya Rara",1626,2015,0.7,U.S.A.,3.5,Forastero (Nacional),PERU,NO,YES
Durci,"Rio Caribe, Tepui Treasure",1626,2015,0.7,U.S.A.,3.5,Trinitario,VENEZUELA,NO,YES
Durci,Taino Secret,1630,2015,0.7,U.S.A.,3.25,NA,DOMINCAN REPUBLIC,NO,NO
Durci,"Carenero, Empyrean Sabor",1630,2015,0.7,U.S.A.,3.25,Trinitario,VENEZUELA,NO,YES
Durci,Corona Arriba,1630,2015,0.7,U.S.A.,4,NA,ECUADOR,NO,YES
East Van Roasters,Peru,1343,2014,0.7,CANADA,3.25,NA,PERU,NO,YES
East Van Roasters,Madagascar,1343,2014,0.7,CANADA,3.5,Trinitario,MADAGASCAR,NO,NO
East Van Roasters,Dominican Republic,1343,2014,0.7,CANADA,3.75,NA,DOMINICAN REPUBLIC,NO,NO
Eau de Rose,Tumaco,1812,2016,0.7,CANADA,3.25,NA,COLOMBIA,NO,YES
Eau de Rose,Arauca,1812,2016,0.7,CANADA,3.25,NA,COLOMBIA,NO,YES
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,0.72,U.S.A.,2.75,Forastero (Nacional),PERU,NO,YES
Edelmond,Porcelana,1876,2016,0.68,GERMANY,3,Criollo,VENEZUELA,NO,YES
El Ceibo,"Alto Beni, Covendo Region",709,2011,0.75,BOLIVIA,3.75,NA,BOLIVIA,YES,YES
El Ceibo,Alto Beni,252,2008,0.71,BOLIVIA,2.75,NA,BOLIVIA,YES,YES
El Rey,San Joaquin,1662,2015,0.7,VENEZUELA,3.75,NA,VENEZUELA,YES,YES
El Rey,"Rio Caribe, Cariaco",439,2009,0.605,VENEZUELA,2.75,Trinitario,VENEZUELA,YES,YES
El Rey,"Rio Caribe, Macuro",439,2009,0.7,VENEZUELA,3,Trinitario,VENEZUELA,YES,YES
El Rey,"Carenero Superior, Apamate",206,2008,0.74,VENEZUELA,2.5,Criollo,VENEZUELA,YES,YES
El Rey,"Carenero Superior, Bucare",206,2008,0.58,VENEZUELA,2.5,Criollo,VENEZUELA,YES,YES
El Rey,"Carenero Superior, Mijao",206,2008,0.61,VENEZUELA,3,Criollo,VENEZUELA,YES,YES
El Rey,"Carenero Superior, Gran Saman",32,2006,0.7,VENEZUELA,2.75,Criollo,VENEZUELA,YES,YES
Emerald Estate,Emerald Estate,1137,2013,0.6,ST. LUCIA,2.75,NA,ST. LUCIA,NO,NO
Emerald Estate,Emerald Estate,1137,2013,0.7,ST. LUCIA,3.25,NA,ST. LUCIA,NO,NO
Emily's,Patanemo,1450,2015,0.79,JAPAN,3,NA,VENEZUELA,NO,YES
Emily's,Peru,1454,2015,0.78,JAPAN,3.5,Criollo,PERU,NO,YES
ENNA,"Wampusirpi, batch 007",1916,2016,0.75,U.S.A.,3.25,NA,HONDURAS,NO,NO
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,0.8,SPAIN,3.25,Forastero,SAO TOME & PRINCIPE,NO,NO
Erithaj (A. Morin),Ben Tre,1205,2014,0.7,FRANCE,3.25,Trinitario,VIETNAM,NO,NO
Erithaj (A. Morin),Ham Luong,1209,2014,0.8,FRANCE,3,Trinitario,VIETNAM,NO,NO
Erithaj (A. Morin),Ba Lai,1209,2014,0.74,FRANCE,3.25,Trinitario,VIETNAM,NO,NO
Escazu,Rio Caribe,903,2012,0.7,U.S.A.,2.75,Trinitario,VENEZUELA,NO,YES
Escazu,Guapiles,414,2009,0.65,U.S.A.,2,NA,COSTA RICA,NO,NO
Escazu,Carenero Superior,423,2009,0.81,U.S.A.,3.5,Criollo,VENEZUELA,NO,YES
Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,0.74,U.S.A.,2.75,NA,"COST RICA, VEN",NO,NO
Escazu,Ocumare,252,2008,0.72,U.S.A.,3,Criollo,VENEZUELA,NO,YES
Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,0.55,U.S.A.,2.5,NA,"PERU, MADAGASCAR",NO,NO
Ethel's Artisan (Mars),Trinidad,666,2011,0.55,U.S.A.,2.5,Trinitario,TRINIDAD,NO,NO
Ethel's Artisan (Mars),Porcelana,666,2011,0.7,U.S.A.,2.5,Criollo (Porcelana),VENEZUELA,NO,YES
Ethel's Artisan (Mars),Red Vanilla,666,2011,0.62,U.S.A.,2.75,NA, ,NO,NO
Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,0.62,U.S.A.,2.5,NA,"VENEZUELA, TRINIDAD",NO,NO
Ethereal,Belize,1275,2014,0.8,U.S.A.,3,Trinitario,BELIZE,NO,NO
Ethereal,Ecuador,1275,2014,0.8,U.S.A.,3.5,NA,ECUADOR,NO,YES
Ethereal,Dominican Republic,1275,2014,0.8,U.S.A.,3.75,NA,DOMINICAN REPUBLIC,NO,NO
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,0.75,U.S.A.,2.75,NA,BRAZIL,NO,YES
Feitoria Cacao,Blue Mountain,1732,2016,0.76,PORTUGAL,3,NA,JAMAICA,NO,NO
Feitoria Cacao,Cuyagua,1736,2016,0.76,PORTUGAL,2.5,NA,VENEZUELA,NO,YES
Feitoria Cacao,Maya Mountain,1736,2016,0.76,PORTUGAL,2.75,Trinitario,BELIZE,NO,NO
Felchlin,Grenada,494,2010,0.58,SWITZERLAND,3.5,Trinitario,GRENADA,NO,NO
Felchlin,Supremo- SF,105,2006,0.62,SWITZERLAND,2,NA, ,NO,NO
Felchlin,Elvesia P.,105,2006,0.74,SWITZERLAND,3,"Trinitario, Criollo",DOMINICAN REPUBLIC,NO,NO
Felchlin,"Madagascar, Grand Cru",48,2006,0.64,SWITZERLAND,3,Criollo,MADAGASCAR,NO,NO
Felchlin,Maracaibo Clasificado,48,2006,0.65,SWITZERLAND,3,Criollo,VENEZUELA,NO,YES
Felchlin,Arriba,48,2006,0.72,SWITZERLAND,3.5,Forastero (Arriba),ECUADOR,NO,YES
Felchlin,"Alto Beni, Cru Savage",56,2006,0.68,SWITZERLAND,4,Criollo (Wild),BOLIVIA,NO,YES
Finca,Puerto Rico,1283,2014,0.65,U.S.A.,2.25,NA,PUERTO RICO,NO,NO
Finca,Dominican Republic,1283,2014,0.8,U.S.A.,3,NA,DOMINICAN REPUBLIC,NO,NO
Finca,Dominican Republic,1283,2014,0.7,U.S.A.,3.25,NA,DOMINICAN REPUBLIC,NO,NO
Finca,Dominican Republic,1287,2014,0.85,U.S.A.,2.5,NA,DOMINICAN REPUBLIC,NO,NO
Forever Cacao,Rio Eni,1267,2014,0.72,U.K.,2.75,Criollo,PERU,NO,YES
Forteza (Cortes),Dominican Republic,1776,2016,0.7,PUERTO RICO,2.75,NA,DOMINCAN REPUBLIC,NO,NO
Forteza (Cortes),Puerto Rico,1776,2016,0.8,PUERTO RICO,2.75,NA,DOMINCAN REPUBLIC,NO,NO
Fossa,"Akesson's E., Sambirano V.",1772,2016,0.7,SINGAPORE,2.75,NA,MADAGASCAR,NO,NO
Fossa,"Camino Verde P., Balao, Guayas",1776,2016,0.75,SINGAPORE,3.5,NA,ECUADOR,NO,YES
Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,0.67,SINGAPORE,3.75,Trinitario,TANZANIA,NO,NO
Franceschi,Choroni,1355,2014,0.7,VENEZUELA,3.5,NA,VENEZUELA,YES,YES
Franceschi,Ocumare,1355,2014,0.7,VENEZUELA,3.75,NA,VENEZUELA,YES,YES
Franceschi,Canoabo,911,2012,0.7,VENEZUELA,3.75,NA,VENEZUELA,YES,YES
Franceschi,Sur del Lago,915,2012,0.6,VENEZUELA,3.5,NA,VENEZUELA,YES,YES
Frederic Blondeel,Costa Rica,1538,2015,0.7,BELGIUM,3.5,NA,COSTA RICA,NO,NO
Frederic Blondeel,Peru Brutus,1538,2015,0.75,BELGIUM,3.5,NA,PERU,NO,YES
Frederic Blondeel,Vietnam,1542,2015,0.8,BELGIUM,3,Trinitario,VIETNAM,NO,NO
Frederic Blondeel,Ghana,1351,2014,0.6,BELGIUM,3.5,Forastero,GHANA,NO,NO
Frederic Blondeel,Madagascar,1351,2014,0.65,BELGIUM,3.5,Trinitario,MADAGASCAR,NO,NO
French Broad,"Norandino, batch 161208",1940,2017,0.7,U.S.A.,3.5,NA,PERU,NO,YES
French Broad,Guatemala,1634,2015,0.73,U.S.A.,3.5,NA,GUATEMALA,NO,NO
French Broad,San Andres,1209,2014,0.8,U.S.A.,3,NA,COSTA RICA,NO,NO
French Broad,Matagalpa,1295,2014,0.68,U.S.A.,3.25,NA,NICARAGUA,NO,NO
French Broad,"Palo Blanco, Chulucanas",1042,2013,0.66,U.S.A.,3.5,NA,PERU,NO,YES
French Broad,Tumbes Coop,883,2012,0.7,U.S.A.,2.5,Criollo,PERU,NO,YES
French Broad,"Palo Blanco, Chulucanas",883,2012,0.61,U.S.A.,3.5,NA,PERU,NO,YES
French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,0.81,U.S.A.,2,NA,PERU,NO,YES
French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,0.7,U.S.A.,3.5,Forastero (Nacional),PERU,NO,YES
French Broad,La Red,785,2011,0.65,U.S.A.,3.5,NA,DOMINICAN REPUBLIC,NO,NO
Fresco,"Maranon, #228, MR, SC",1383,2014,0.7,U.S.A.,3,Forastero (Nacional),PERU,NO,YES
Fresco,"Maranon, #227, LR, MC",1383,2014,0.7,U.S.A.,3.5,Forastero (Nacional),PERU,NO,YES
Fresco,"Maranon, #229, MR, LC",1383,2014,0.7,U.S.A.,3.5,Forastero (Nacional),PERU,NO,YES
Fresco,"Maranon, #230, DR, LC",1387,2014,0.7,U.S.A.,3.5,Forastero (Nacional),PERU,NO,YES
Fresco,"Conacado, #223, MR, SC",1030,2013,0.72,U.S.A.,3.25,NA,DOMINICAN REPUBLIC,NO,NO
Fresco,"Conacado, #224, MR, MC",1081,2013,0.72,U.S.A.,3.75,NA,DOMINICAN REPUBLIC,NO,NO
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,0.7,U.S.A.,3.75,NA,PERU,NO,YES
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,0.7,U.S.A.,4,Trinitario,PERU,NO,YES
Fresco,"Markham Valley, #219, LR, MC",899,2012,0.69,U.S.A.,3.5,NA,PAPUA NEW GUINEA,NO,NO
Fresco,"Markham Valley, #221, DR, MC",899,2012,0.69,U.S.A.,3.5,NA,PAPUA NEW GUINEA,NO,NO
Fresco,"Sambirano Valley, #216, MR, LC",915,2012,0.74,U.S.A.,4,Trinitario,MADAGASCAR,NO,NO
Fresco,"Markham Valley, #220, MR, MC",927,2012,0.69,U.S.A.,4,Trinitario,PAPUA NEW GUINEA,NO,NO
Fresco,"Markham Valley, #222, LR, 0C",931,2012,0.69,U.S.A.,3,Trinitario,PAPUA NEW GUINEA,NO,NO
Fresco,"Ghana, #211, MR, MC",636,2011,0.74,U.S.A.,2.75,Forastero,GHANA,NO,NO
Fresco,"Jamaica, #209, DR, SC",642,2011,0.7,U.S.A.,3.25,Trinitario,JAMAICA,NO,NO
Fresco,"Conacado, #212, LR, SC",642,2011,0.72,U.S.A.,3.5,NA,DOMINICAN REPUBLIC,NO,NO
Fresco,"Jamaica, #210, DR, MC",642,2011,0.7,U.S.A.,3.5,Trinitario,JAMAICA,NO,NO
Fresco,"Sambirano Valley, #214, LR, MC",682,2011,0.74,U.S.A.,2.75,Trinitario,MADAGASCAR,NO,NO
Fresco,"Conacado, #213, DR, -C",682,2011,0.72,U.S.A.,3.25,NA,DOMINICAN REPUBLIC,NO,NO
Fresco,"Sambirano Valley, #215, MR, MC",688,2011,0.74,U.S.A.,3,Trinitario,MADAGASCAR,NO,NO
Fresco,"Chuao, #218, MR, MC",745,2011,0.76,U.S.A.,3.25,Trinitario,VENEZUELA,NO,YES
Fresco,"Chuao, #217, DR, MC",745,2011,0.7,U.S.A.,4,Trinitario,VENEZUELA,NO,YES
Fresco,"Jamaica, #204, DR, SC",370,2009,0.8,U.S.A.,2.75,Trinitario,JAMAICA,NO,NO
Fresco,"Jamaica, #206, DR, LC",370,2009,0.7,U.S.A.,3,Trinitario,JAMAICA,NO,NO
Fresco,"Jamaica, #205, DR, MC",370,2009,0.7,U.S.A.,3.25,Trinitario,JAMAICA,NO,NO
Fresco,"Carenero Superior, #203, MR, SC",370,2009,0.65,U.S.A.,3.5,Criollo,VENEZUELA,NO,YES
Friis Holm,"Rugoso, Bad Fermentation",1912,2016,0.7,DENMARK,3.5,NA,NICARAGUA,NO,NO
Friis Holm (Bonnat),La Dalia,1680,2015,0.6,DENMARK,3,NA,NICARAGUA,NO,NO
Friis Holm (Bonnat),La Dalia,1680,2015,0.85,DENMARK,3.25,NA,NICARAGUA,NO,NO
Friis Holm (Bonnat),La Dalia,1259,2014,0.7,DENMARK,3.5,NA,NICARAGUA,NO,NO
Friis Holm (Bonnat),"Barba, Xoco",1034,2013,0.7,DENMARK,3.25,NA,NICARAGUA,NO,NO
Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,0.7,DENMARK,3.5,NA,NICARAGUA,NO,NO
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,0.7,DENMARK,3.25,"Criollo, Trinitario",NICARAGUA,NO,NO
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,0.7,DENMARK,3.25,"Criollo, Trinitario",HONDURAS,NO,NO
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,0.7,DENMARK,3.25,"Criollo, Trinitario",NICARAGUA,NO,NO
Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,0.7,DENMARK,3.75,NA,NICARAGUA,NO,NO
Friis Holm (Bonnat),"Johe, Xoco",623,2011,0.7,DENMARK,3.25,"Criollo, Trinitario",NICARAGUA,NO,NO
Friis Holm (Bonnat),"Chuno, Xoco",623,2011,0.7,DENMARK,3.5,"Criollo, Trinitario",NICARAGUA,NO,NO
Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,0.7,DENMARK,3.5,"Criollo, Trinitario",NICARAGUA,NO,NO
Fruition,"Wild Bolivian, Batch 2",1780,2016,0.74,U.S.A.,3.75,Beniano,BOLIVIA,NO,YES
Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,0.74,U.S.A.,4,Amazon mix,COSTA RICA,NO,NO
Fruition,Gran Couva,1347,2014,0.7,U.S.A.,3.75,Trinitario,TRINIDAD,NO,NO
Fruition,Maranon,1359,2014,0.76,U.S.A.,3,Forastero (Nacional),PERU,NO,YES
Fruition,La Red,1046,2013,0.7,U.S.A.,3.75,NA,DOMINICAN REPUBLIC,NO,NO
Fruition,Camino Verde,1185,2013,0.75,U.S.A.,3,NA,ECUADOR,NO,YES
Fruition,Peru,863,2012,0.7,U.S.A.,2.5,NA,PERU,NO,YES
Fruition,Signature Blend,753,2011,0.66,U.S.A.,3.25,Trinitario,COSTA RICA,NO,NO
Fruition,Costa Rica,781,2011,0.7,U.S.A.,3,NA,COSTA RICA,NO,NO
Garden Island,"Kaua'I, Alea Estate +world",1367,2014,0.85,U.S.A.,2.5,Blend,HAWAII,NO,NO
Georgia Ramon,Akesson P.,1642,2015,0.65,GERMANY,3.25,Trinitario,MADAGASCAR,NO,NO
Georgia Ramon,ABOCFA Coop,1642,2015,0.7,GERMANY,4,Forastero,GHANA,NO,NO
Georgia Ramon,Conacado Coop,1646,2015,0.7,GERMANY,3.5,Trinitario,DOMINCAN REPUBLIC,NO,NO
Georgia Ramon,Conacado Coop,1646,2015,0.8,GERMANY,3.5,Trinitario,DOMINCAN REPUBLIC,NO,NO
Georgia Ramon,Akesson P.,1646,2015,0.75,GERMANY,3.5,Trinitario,MADAGASCAR,NO,NO
Glennmade,"Toledo District, 2015 Harvest",1848,2016,0.7,U.S.A.,3.5,NA,BELIZE,NO,NO
Glennmade,Bahia,1672,2015,0.66,U.S.A.,3,"Trinitario, Forastero",BRAZIL,NO,YES
Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,0.77,U.S.A.,2.75,NA,MEXICO,NO,NO
Goodnow Farms,"El Carmen, batch 1003",1924,2016,0.77,U.S.A.,3.25,NA,NICARAGUA,NO,NO
Goodnow Farms,"Asochivite, batch 1005",1924,2016,0.77,U.S.A.,3.25,NA,GUATEMALA,NO,NO
Grand Place,"Ben Tre, Dong Nai",741,2011,0.72,VIETNAM,3,Trinitario,VIETNAM,NO,NO
Green & Black's (ICAM),Dark,15,2006,0.7,U.K.,2.5,NA, ,NO,NO
Green Bean to Bar,Madagascar,1896,2016,0.7,JAPAN,3.5,NA,MADAGASCAR,NO,NO
Grenada Chocolate Co.,Grenada,494,2010,0.82,GRENADA,3.25,Trinitario,GRENADA,NO,NO
Grenada Chocolate Co.,Grenada,363,2009,0.6,GRENADA,2.75,Trinitario,GRENADA,NO,NO
Grenada Chocolate Co.,Grenada,241,2008,0.71,GRENADA,2.5,Trinitario,GRENADA,NO,NO
Guido Castagna,Arriba,355,2009,0.64,ITALY,3,Forastero (Arriba) ASS,ECUADOR,NO,YES
Guido Castagna,Ghana,355,2009,0.64,ITALY,3,Forastero,GHANA,NO,NO
Guido Castagna,Trinidad & Tobago,355,2009,0.64,ITALY,3,NA,"TRINIDAD, TOBAGO",NO,NO
Guido Castagna,Lacri Blend,355,2009,0.76,ITALY,3,NA,VENEZUELA,NO,YES
Guido Castagna,Blend,355,2009,0.64,ITALY,3.25,NA,"VEN, TRINIDAD, ECUADOR",NO,NO
Guittard,"Epique, Blend No. 49",1602,2015,0.7,U.S.A.,3.75,NA, ,NO,NO
Guittard,Haiti,1053,2013,0.65,U.S.A.,2.75,NA,HAITI,NO,NO
